id,group,title,states,is_active,supersedes,bodyText,rule_type,content_type,verification_status,notes
late-fee-limit-hi,Rent & Payment,Late Fee Limit,HI,FALSE,,"Any late fee assessed under this Lease will not exceed 8% of the Rent due, as required by Hawaii law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
late-fee-limit-tn,Rent & Payment,Late Fee Limit,TN,FALSE,,"In a county to which Tennessee's Uniform Residential Landlord and Tenant Act applies (generally a county with a population over 75,000), any late fee assessed under this Lease will not exceed 10% of the Rent past due, and no late fee will be assessed until at least 5 days after Rent is due, as required by Tennessee law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
late-fee-limit-va,Rent & Payment,Late Fee Limit,VA,FALSE,,"Any late fee assessed under this Lease will not exceed the lesser of 10% of the periodic Rent or 10% of the remaining balance due under this Lease, as required by Virginia law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
late-fee-limit-nc,Rent & Payment,Late Fee Limit,NC,FALSE,,"Any late fee assessed under this Lease will not exceed the greater of $15.00 or 5% of Monthly Rent, and no late fee will be assessed until at least 5 days after Rent is due, as required by North Carolina law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
late-fee-limit-me,Rent & Payment,Late Fee Limit,ME,FALSE,,"Any late fee assessed under this Lease will not exceed 4% of one month's Rent, and no late fee will be assessed until at least 15 days after Rent is due. Landlord will provide Tenant written notice of this late fee policy at signing, as required by Maine law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
late-fee-safe-harbor-tx,Rent & Payment,Late Fee Safe Harbor,TX,FALSE,,"Any late fee assessed under this Lease is intended to be a reasonable estimate of Landlord's damages from a late payment of Rent, consistent with Texas law, and will not exceed 12% of one rental period's Rent for a property with 4 or fewer units, or 10% of one rental period's Rent for a property with more than 4 units. No late fee will be assessed until at least 2 days after Rent is due.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
late-fee-limit-de,Rent & Payment,Late Fee Limit,DE,FALSE,,"Any late fee assessed under this Lease will not exceed 5% of Monthly Rent, and no late fee will be assessed until at least 5 days after Rent is due (8 days if Landlord has no office in the county where the property is located), as required by Delaware law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
late-fee-limit-or,Rent & Payment,Late Fee Limit,OR,FALSE,,"Any late fee assessed under this Lease will follow one of the fee structures permitted under Oregon law: a single reasonable flat fee, a daily fee not exceeding 6% of a reasonable flat fee, or 5% of Rent assessed no more than once per 5-day period Rent remains unpaid. No late fee will be assessed until at least 4 days after Rent is due.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
late-fee-safe-harbor-ca,Rent & Payment,Late Fee Guidance,CA,FALSE,,"California does not set a statutory cap on late fees, but any late fee under this Lease is intended to be a reasonable estimate of Landlord's actual damages from a late payment — a fee significantly higher than Landlord's actual costs risks being unenforceable as a penalty under California law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
nsf-fee-limit-ca,Rent & Payment,NSF Fee Limit,CA,FALSE,,"Any fee charged for a dishonored or returned payment under this Lease will not exceed $25.00 for a first occurrence or $35.00 for each subsequent occurrence, as required by California law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
nsf-fee-limit-fl,Rent & Payment,NSF Fee Limit,FL,FALSE,,"Any fee charged for a dishonored or returned payment under this Lease will not exceed $25.00 for a check of $50.00 or less, $30.00 for a check between $50.01 and $300.00, or the greater of $40.00 or 5% of the check amount for a check over $300.00, as required by Florida law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
nsf-fee-limit-or,Rent & Payment,NSF Fee Limit,OR,FALSE,,"Any fee charged for a dishonored or returned payment under this Lease will not exceed $35.00, plus any actual bank charges Landlord incurs as a result, as required by Oregon law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
nsf-fee-limit-pa,Rent & Payment,NSF Fee Limit,PA,FALSE,,"Any fee charged for a dishonored or returned payment under this Lease will not exceed $50.00, or the actual fee Landlord's bank charges if higher, as required by Pennsylvania law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
nsf-fee-limit-tx,Rent & Payment,NSF Fee Limit,TX,FALSE,,"Any processing fee charged for a dishonored or returned payment under this Lease will not exceed $30.00, in addition to any fee the bank itself assesses, as required by Texas law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
nsf-fee-limit-hi,Rent & Payment,NSF Fee Limit,HI,FALSE,,"Any fee charged for a dishonored or returned payment under this Lease will not exceed $30.00, as required by Hawaii law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
security-deposit-use,Security Deposit,Use of Security Deposit,CO,TRUE,,"Tenant shall pay Landlord a security deposit of {{security_deposit}} (Security Deposit) prior to occupancy. Landlord may apply the Security Deposit to remedy a Tenant default under this Lease, including past due Rent, and to repair damage to the property caused by Tenant or Tenant's guests beyond ordinary wear and tear. Landlord will not apply the Security Deposit to normal wear and tear or to any damage or defective condition that preexisted the tenancy. Landlord may apply the Security Deposit to cleaning costs only if the property is substantially less clean at the end of the Term than it was at the start of the Term. The Security Deposit will not relieve Tenant of any obligation to pay Rent due under this Lease prior to its termination.",REQUIRED/PROHIBITED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself EDITED this session
security-deposit-return,Security Deposit,Return of Security Deposit,CO,TRUE,,"The Security Deposit, less any lawful deductions, will be returned to Tenant within the time period required by applicable law after Tenant vacates the property upon expiration or earlier termination of this Lease. Any deductions will be described in an itemized statement provided with the returned portion of the deposit. Tenant will provide Landlord a forwarding address to which the Security Deposit and itemized statement should be sent.",REQUIRED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
security-deposit-cap-ga,Security Deposit,Security Deposit Cap,GA,FALSE,,"The Security Deposit under this Lease, including any pet deposit or other refundable deposit, will not exceed two months' Monthly Rent, as required by Georgia law. The Security Deposit will be returned to Tenant within 30 days after Tenant vacates the property.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
security-deposit-cap-md,Security Deposit,Security Deposit Cap,MD,FALSE,,"The Security Deposit under this Lease will not exceed one month's Monthly Rent, as required by Maryland law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
security-deposit-cap-ct,Security Deposit,Security Deposit Cap,CT,FALSE,,"The Security Deposit under this Lease will not exceed two months' Monthly Rent, or one month's Monthly Rent if Tenant is 62 years of age or older at the time the Security Deposit is paid, as required by Connecticut law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
security-deposit-return-ny-hi,Security Deposit,Security Deposit Return Deadline,NY;HI,FALSE,security-deposit-return,"The Security Deposit, less any lawful deductions, will be returned to Tenant within 14 days after Tenant vacates the property, as required by law in these states. Any deductions will be described in an itemized statement provided with the returned portion of the deposit. Tenant will provide Landlord a forwarding address to which the Security Deposit and itemized statement should be sent.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
security-deposit-return-wv,Security Deposit,Security Deposit Return Deadline,WV,FALSE,security-deposit-return,"The Security Deposit, less any lawful deductions, will be returned to Tenant within 60 days after Tenant vacates the property, or within 45 days if a new tenant takes possession of the property sooner, as required by West Virginia law. Any deductions will be described in an itemized statement provided with the returned portion of the deposit. Tenant will provide Landlord a forwarding address to which the Security Deposit and itemized statement should be sent.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
security-deposit-interest-ct,Security Deposit,Security Deposit Interest,CT,FALSE,,"Landlord will hold the Security Deposit in an escrow account and will pay Tenant interest on the Security Deposit, less an administrative fee of up to 1%, as required by Connecticut law.",REQUIRED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
security-deposit-interest-md,Security Deposit,Security Deposit Interest,MD,FALSE,,Landlord will pay Tenant interest on the Security Deposit at the rate required by Maryland law.,REQUIRED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
security-deposit-interest-ma,Security Deposit,Security Deposit Interest,MA,FALSE,,"Landlord will hold the Security Deposit in a separate interest-bearing account and will pay Tenant interest on the Security Deposit, as required by Massachusetts law.",REQUIRED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
security-deposit-interest-nj,Security Deposit,Security Deposit Interest,NJ,FALSE,,"Landlord will hold the Security Deposit in an insured interest-bearing account and will pay Tenant interest on the Security Deposit annually, as required by New Jersey law.",REQUIRED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
security-deposit-interest-oh,Security Deposit,Security Deposit Interest,OH,FALSE,,"If the Term of this Lease exceeds 6 months, Landlord will pay Tenant interest on the Security Deposit at the rate required by Ohio law.",REQUIRED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
residential-use-only,Tenant Responsibilities,Residential Use Only,CO;WY,TRUE,,"Tenant will use and occupy the property for residential purposes only and will not use or permit the use of the property for any non-residential, illegal, or otherwise inappropriate purpose, including any commercial purpose.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
existing-condition,Tenant Responsibilities,Existing Condition of Property,CO;WY,TRUE,,"Tenant has examined the property and, by signing this Lease, acknowledges that the property is in good order and repair and satisfactory condition (Existing Condition), except as otherwise noted in this Lease. Landlord will deliver possession of the property to Tenant on the Start Date in the same or better condition as the Existing Condition, except for ordinary wear and tear.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 via cross-check pass (gap-discovery source #2, WY decision log §7): bodyText is a generic contractual acknowledgment with no CO-specific statutory reference, and nothing in WY Article 12/13 or elsewhere conflicts with or modifies this kind of representation. Extended to WY rather than marked universal outright, per the standing rule that universal status must be explicitly earned per-state, not assumed from two states agreeing."
permitted-occupants,Tenant Responsibilities,Permitted Occupants,CO;WY,TRUE,,"The property will be occupied only by {{tenant_names}}, together with {{occupant_names}}. Tenant will notify Landlord promptly if any additional occupant takes up residence at the property.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
no-disturbance,Tenant Responsibilities,No Disturbance or Nuisance,CO;WY,TRUE,,"Tenant will not, and will not permit any occupant or guest to: make any unreasonably loud or otherwise unreasonable use of the property; allow any condition on the property that poses a threat of injury to persons or property; or otherwise interfere with the rights, comfort, safety, or enjoyment of neighboring properties or other tenants.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
smoking-policy,Tenant Responsibilities,Smoking Policy,CO;WY,TRUE,,"Smoking of any kind, including tobacco, marijuana, and vaping, is not permitted anywhere on the property, including inside the dwelling, on porches, balconies, or in any common area. Tenant will be responsible for any cost Landlord incurs to remediate odor, staining, or damage caused by smoking in violation of this Section, and a violation may be treated as a default under this Lease.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
utilities-responsibility,Tenant Responsibilities,Utilities Paid by Tenant,CO;WY,TRUE,,"Except for any utility Landlord agrees in this Lease to provide, Tenant is responsible for arranging and paying directly to the service provider for all other utilities and services to the property, including electricity, gas, telephone, cable, and internet, as applicable.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
utility-service-continuity,Tenant Responsibilities,Utility Service Continuity,CO;WY,TRUE,,"Tenant will not cause water, gas, electricity, sewer, or trash service to the property to be interrupted during the Term. This requirement does not apply to telephone, cable, or internet service.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
utility-payment-evidence,Tenant Responsibilities,Evidence of Utility Payment,CO;WY,TRUE,,"Upon Landlord's reasonable request, Tenant will provide Landlord with reasonable evidence that any utility specified as Tenant's responsibility under this Lease has been paid.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
acceptable-payment-methods,Tenant Responsibilities,Acceptable Forms of Payment,CO;WY,TRUE,,"Rent and other amounts due under this Lease must be paid by one of the following methods: [list accepted payment methods here, e.g. check or money order, electronic payment service, online payment portal]. Landlord may change the accepted payment methods on reasonable written notice to Tenant.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
tenant-maintenance,Tenant Responsibilities,Tenant Maintenance & Cleanliness,CO;WY,TRUE,,"Tenant will keep and maintain the property in a clean, safe, and sanitary condition; regularly dispose of garbage and waste in a clean and safe manner; use all appliances, fixtures, and equipment in a safe and reasonable manner consistent with their intended purpose; not obstruct access to doors and windows; and maintain the property in the same condition as it was delivered to Tenant, except for ordinary wear and tear.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
no-sublet-assign,Tenant Responsibilities,No Subletting or Assignment,CO;WY,TRUE,,"Tenant will not sublease or assign all or any portion of the property or this Lease without the prior written consent of Landlord, in Landlord's sole discretion. Tenant will not rent the property, or any portion of the property, through any short-term rental program such as Airbnb, VRBO, or similar service, and doing so will be cause for termination of this Lease by Landlord. Any attempted sublease or assignment without such consent will be void and cause for termination of this Lease. No sublease will release Tenant from any obligation under this Lease.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
no-alterations,Tenant Responsibilities,No Alterations,CO;WY,TRUE,,"Tenant will not perform any alterations or improvements to the property, including adding, changing, or removing appliances, fixtures, shelving, wallpaper, or paint, without the prior written consent of Landlord. If Landlord approves an alteration, Tenant understands it will remain part of the property at the end of the Term unless Landlord requires its removal.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
joint-liability,Tenant Responsibilities,Joint & Several Liability,CO;WY,TRUE,,"If more than one individual signs this Lease as Tenant, all such individuals are jointly and severally liable for the performance of all agreements, covenants, and obligations of Tenant under this Lease. Rent is due in full regardless of how Tenant chooses to divide payment among themselves.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
services-utilities-provided,Landlord Responsibilities,Services & Utilities Provided by Landlord,CO;WY,TRUE,,"Landlord will provide only the services and utilities expressly specified in this Lease, and as otherwise required by applicable law. Tenant waives all liability of Landlord for any interruption or insufficiency of a service or utility resulting from causes beyond Landlord's reasonable control.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
utilities-paid-by-landlord,Landlord Responsibilities,Utilities Paid by Landlord,CO;WY,TRUE,,"Landlord will arrange and pay for the following utilities and services to the property, which are included in Monthly Rent unless this Lease states otherwise: [list utilities Landlord provides here, e.g. water, sewer, and trash removal].",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
appliances-included,Landlord Responsibilities,Appliances & Equipment Included,CO;WY,TRUE,,"The property includes the following appliances and equipment as of the Start Date, which Landlord will maintain as described in this Lease's Maintenance & Repairs Section: {{appliance_list}}.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
landlord-maintenance,Landlord Responsibilities,Maintenance & Repairs,CO;WY,TRUE,,"Subject to Tenant's own maintenance obligations under this Lease, Landlord will maintain the property, including its structural elements, roof, and systems, in good order and repair, and will be responsible for repairing the appliances, fixtures, and equipment located at the property, except where repair is necessary due to improper use by Tenant or a guest of Tenant. Tenant will notify Landlord promptly in writing of any condition requiring repair or maintenance, and Landlord will undertake required repairs within a reasonable time, consistent with applicable law.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
habitability-timeline-co,Landlord Responsibilities,Repair Timeline,CO,TRUE,,"For a condition that materially affects health or safety, Landlord will begin remedial action within 24 hours of receiving notice from Tenant, as required by Colorado law. For any other condition Landlord is responsible to repair under this Lease, Landlord will begin remedial action within 72 hours. If a repair will reasonably take longer than 60 consecutive days to complete, Landlord will notify Tenant in writing of the expected timeline.",CONSTRAINED,LEASE_CLAUSE,VERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session | Re-verified 2026-08-20: figures confirmed current and accurate, no change needed."
habitability-timeline-fl,Landlord Responsibilities,Repair Timeline,FL,FALSE,,"If a condition Landlord is responsible to repair under this Lease materially affects Tenant's health or safety, Landlord will begin remedial action within 7 days after receiving written notice from Tenant, as required by Florida law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
habitability-timeline-az,Landlord Responsibilities,Repair Timeline,AZ,FALSE,,"For a condition that materially affects Tenant's health or safety, Landlord will begin remedial action within 5 days of receiving notice from Tenant. For any other essential-service repair Landlord is responsible for under this Lease, Landlord will begin remedial action within 10 days, as required by Arizona law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
habitability-timeline-tx,Landlord Responsibilities,Repair Timeline,TX,FALSE,,"A repair completed within 7 days after Landlord receives notice from Tenant is presumed reasonable under Texas law. Landlord will make a diligent effort to repair conditions it is responsible for under this Lease within that time, recognizing that a longer period may be reasonable depending on the nature of the repair and the availability of parts or labor.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
habitability-timeline-or,Landlord Responsibilities,Repair Timeline,OR,FALSE,,"For a condition affecting an essential service (such as heat, water, electricity, or plumbing), Landlord will remedy the condition within 7 days of receiving notice from Tenant, or Tenant may terminate this Lease. For any other condition Landlord is responsible to repair under this Lease, Landlord will remedy it within 30 days. If the loss of an essential service poses an imminent and serious threat to Tenant's health or safety, Tenant may terminate this Lease on 48 hours' written notice if Landlord does not remedy it, as required by Oregon law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
landlords-access,Access & Entry,Landlord's Right of Entry,CO;WY,TRUE,,"Landlord, its agents, and contractors will have the right of reasonable access to the property during normal business hours to perform maintenance and repair obligations and to show the property to prospective tenants or purchasers. Except in the case of an emergency, Landlord will provide Tenant at least 24 hours' notice, or the notice period required by applicable law if longer, prior to entry.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"CO added - verified this session (statute walk + full-library audit; content itself unchanged WY added 2026-08-21 (full-library cross-check pass): generic mechanics, no CO-specific statutory language or number, confirmed no conflict with WY findings from this project."
landlords-access-co,Access & Entry,Landlord's Right of Entry,CO,TRUE,landlords-access,"Landlord, its agents, and contractors will have the right of reasonable access to the property during normal business hours to perform maintenance and repair obligations and to show the property to prospective tenants or purchasers. Except in the case of an emergency, Landlord will provide Tenant at least 24 hours' written notice prior to entry, consistent with Tenant's right to quiet enjoyment of the property, or at least 48 hours' notice prior to an inspection or treatment related to bed bugs, as required by Colorado law.",CONSTRAINED,LEASE_CLAUSE,VERIFIED,"CORRECTED this session - the 24hr general-entry portion was incorrectly framed as ""required by Colorado law""; confirmed via 6 independent sources that CO has no statewide general entry-notice statute (only the 48hr bed bug notice is actually mandated). 24hr kept as landlord policy, reframed accurately."
landlords-access-de,Access & Entry,Landlord's Right of Entry,DE,FALSE,landlords-access,"Landlord, its agents, and contractors will have the right of reasonable access to the property during normal business hours to perform maintenance and repair obligations and to show the property to prospective tenants or purchasers. Except in the case of an emergency, Landlord will provide Tenant at least 48 hours' notice, between 8:00 a.m. and 9:00 p.m., prior to entry, as required by Delaware law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
landlords-access-hi-ky-ri-dc,Access & Entry,Landlord's Right of Entry,HI;KY;RI;DC,FALSE,landlords-access,"Landlord, its agents, and contractors will have the right of reasonable access to the property during normal business hours to perform maintenance and repair obligations and to show the property to prospective tenants or purchasers. Except in the case of an emergency, Landlord will provide Tenant at least 48 hours' notice prior to entry, as required by law in these states.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
